sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Average","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","156.847","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","8","14477","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_env_initialize at kmp_settings.c:5342]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","24.0386","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","69","69","1","106","3","","","","","0","","","","","","","","","kmp_settings.c:5342","kmp_settings.c:5342","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","0.0001","8.0708","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","70","70","70","70","207","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.1875","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","8","68","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.1194","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","67","67","67","67","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4.83333","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","10","16","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.53333","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","15","15","15","15","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4.96667","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","6","30","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.27586","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","29","29","29","29","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4.92958","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","8","34","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.24242","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","33","33","33","33","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","3.81818","cannot compute loop iteration count before executing the loop ","","","","","","","5","5","3","8","2","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","16","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","1","1","1","1","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","10.1","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","6","63","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.12903","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","62","62","62","62","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.19355","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","9","67","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.12121","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","66","66","66","66","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4.79245","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","7","48","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.17021","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","47","47","47","47","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4.6875","cannot compute loop iteration count before executing the loop ","","","","","","","3","3","2","14","12","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.72727","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","11","11","11","11","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","5.02521","cannot compute loop iteration count before executing the loop ","","","","","","","3","3","3","7","69","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.11765","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","68","68","68","68","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4","cannot compute loop iteration count before executing the loop ","","","","","","","9","9","9","9","1","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","0","0","0","0","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.57143","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","7","66","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.12308","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","65","65","65","65","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4.33333","cannot compute loop iteration count before executing the loop ","","","","","","","3","3","3","8","7","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","9.33333","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","6","6","6","6","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4842]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","9.16667","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","7","64","","","","","0","","","","","","","","","kmp_settings.c:4842","kmp_settings.c:4842","libiomp5.so"
"","[loop in __kmp_stg_find at kmp_settings.c:4841]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","8.12698","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","63","63","63","63","1","","","","","0","","","","","","","","","kmp_settings.c:4841","kmp_settings.c:4841","libiomp5.so"
"","[loop in __kmp_str_buf_vprint at kmp_str.c:217]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","76","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","1","3","","","","","0","","","","","","","","","kmp_str.c:217","kmp_str.c:217","libiomp5.so"
"","[loop in __kmp_str_to_int at kmp_str.c:700]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","1","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","1","1","","","","","0","","","","","","","","","kmp_str.c:700","kmp_str.c:700","libiomp5.so"
"","[loop in __kmp_str_format at kmp_str.c:526]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","32","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","1","3","","","","","0","","","","","","","","","kmp_str.c:526","kmp_str.c:526","libiomp5.so"
"","[loop in __kmp_wait_to_unref_task_teams at kmp_tasking.c:2659]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","","","","","","","","0","0","0","0","1","","","","","0","","","","","","","","","kmp_tasking.c:2659","kmp_tasking.c:2659","libiomp5.so"
"","[loop in __kmp_parse_frequency at kmp_utility.c:144]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","4","cannot compute loop iteration count before executing the loop ","","","","","","","2","2","2","2","1","","","","","0","","","","","","","","","kmp_utility.c:144","kmp_utility.c:144","libiomp5.so"
"","[loop in __kmp_parse_frequency at kmp_utility.c:142]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","","cannot compute loop iteration count before executing the loop ","","","","","","","0","0","0","0","1","","","","","0","","","","","","","","","kmp_utility.c:142","kmp_utility.c:142","libiomp5.so"
"","[loop in __kmp_get_physical_id at kmp_utility.c:81]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","23","23","23","23","1","","","","","0","","","","","","","","","kmp_utility.c:81","kmp_utility.c:81","libiomp5.so"
"","[loop in __kmp_get_logical_id at kmp_utility.c:111]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","8","8","8","8","1","","","","","0","","","","","","","","","kmp_utility.c:111","kmp_utility.c:111","libiomp5.so"
"","[loop in __sti__$E at tbb_misc.h:219]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","0","","","","","","","","","tbb_misc.h:219","tbb_misc.h:219","libiomp5.so"
"","[loop in strncpy_s at strncpy_s.c:194]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","2.05714","cannot compute loop iteration count before executing the loop ","","","","","","","35","35","35","35","2","","","","","0","","","","","","","","","strncpy_s.c:194","strncpy_s.c:194","libiomp5.so"
"","[loop in __kmp_invoke_microtask]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","0.0004","16.4147","loop with early exits cannot be vectorized unless it meets search loop idiom criteria ","","","","","","","32","32","1","43","641","","","","","0","","","","","","","","","","","libiomp5.so"
"","[loop in __kmp_install_signals at z_Linux_util.c:1472]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","32","","","","","","","","1","1","1","1","1","","","","","0","","","","","","","","","z_Linux_util.c:1472","z_Linux_util.c:1472","libiomp5.so"
"","[loop in rml::internal::internalPoolMalloc at frontend.cpp:2483]","-1","1 Data type conversions present ","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","23.6002","","","","","","","","1","1","1","2","953","","Type Conversions","Type Conversions","Float32","1","","","","","","","","","frontend.cpp:2483","frontend.cpp:2483","libiomp5.so"
"","[loop in rml::internal::internalPoolMalloc at frontend.cpp:2500]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","41.2101","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","1","939","","","","","0","","","","","","","","","frontend.cpp:2500","frontend.cpp:2500","libiomp5.so"
"","[loop in rml::internal::MemoryPool::getEmptyBlock at frontend.cpp:1014]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","35.4667","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","2","8","","","","","0","","","","","","","","","frontend.cpp:1014","frontend.cpp:1014","libiomp5.so"
"","[loop in rml::internal::MemoryPool::getEmptyBlock at frontend.cpp:1015]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","12","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","2","8","","","","","0","","","","","","","","","frontend.cpp:1015","frontend.cpp:1015","libiomp5.so"
