sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Median","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"267","[child]-[loop in field_following_pos2_vec at charge.F90:753]","1","","0.0321s","0.0120s","0.0321s","Vectorized (Body)","28796928","2.3926","0.0625","100","38.2816","0.0288","16","0.4608","256","","AVX512","AVX512","","","8","9.00x","16","16","15","16","112512","< 0.0001s","","","<b>Float64</b>","3","512","AVX512F_512","Unrolled by 2","Unrolled","2","","LOOP WAS UNROLLED BY 2","charge.F90:753","charge.F90:753","xgc2"
"","[child]-[loop in field_following_pos2_vec at charge.F90:753]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","3072","","0.0625","100","","< 0.0001","8","< 0.0001","128","","AVX512","AVX512","","","8","2.53x","1","1","1","1","384","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","Masked Loop Vectorization","","charge.F90:753","charge.F90:753","xgc2"
"69","[loop in init_guess_list at init_guess_list.F90:217]","1","","0.0320s","0.0320s","0.0320s","Scalar","","","","","1.2054","","","0.0386","","loop with multiple exits cannot be vectorized unless it meets search loop idiom criteria","","","","","","","0","0","0","0","240410","","","","","0","","","","","","","","init_guess_list.F90:217","init_guess_list.F90:217","xgc2"
"465","[loop in derivs_single_with_e_elec_vec at derivs_single_with_e_elec_vec.F90:41]","1","","0.0319s","0s","0.0319s","Vectorized (Body; [Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","103.688","8.30x","8; [8]","7.50x","48","48","46","48","112512","< 0.0001s","","","<b>Float64</b>; [Float64; Int64; UInt64]","1; [4]","512; [512]","AVX512F_512; [AVX512F_512]","Unrolled by 2","Unrolled","2","[Masked Loop Vectorization]","1 LOOPS WERE COLLAPSED TO FORM THIS LOOP; LOOP WAS UNROLLED BY 2; [1 LOOPS WERE COLLAPSED TO FORM THIS LOOP]","derivs_single_with_e_elec_vec.F90:41","derivs_single_with_e_elec_vec.F90:41","xgc2"
"277","[child]-[loop in derivs_single_with_e_elec_vec at derivs_single_with_e_elec_vec.F90:41]","1","","0.0319s","0.0120s","0.0319s","Vectorized (Body)","","","","","57.5679","","","0.6912","128","","AVX512","AVX512","","","8","7.50x","48","48","46","48","112512","< 0.0001s","","","<b>Float64</b>","1","512","AVX512F_512","Unrolled by 2","Unrolled","2","","1 LOOPS WERE COLLAPSED TO FORM THIS LOOP; LOOP WAS UNROLLED BY 2","derivs_single_with_e_elec_vec.F90:41","derivs_single_with_e_elec_vec.F90:41","xgc2"
"","[child]-[loop in derivs_single_with_e_elec_vec at derivs_single_with_e_elec_vec.F90:41]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","< 0.0001","64","","AVX512","AVX512","","","8","1.60x","1","1","1","1","384","","","","<b>Float64</b>; Int64; UInt64","4","512","AVX512F_512","","","","Masked Loop Vectorization","1 LOOPS WERE COLLAPSED TO FORM THIS LOOP","derivs_single_with_e_elec_vec.F90:41","derivs_single_with_e_elec_vec.F90:41","xgc2"
"455","[loop in load at load.F90:46]","1","1 Possible inefficient memory access patterns present ","0.0280s","0s","0.0280s","Vectorized (Body; [Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","AVX512","AVX512","9.06836","1.45x","16","1.42x","75000","75000","75000","75000","2","< 0.0001s","Mask Manipulations; Scatters","Mask Manipulations; Scatters","Int32; <b>Int64</b>; UInt32; UInt64","8; [0]","512","AVX512F_512","","","","","","load.F90:46","load.F90:46","xgc2"
"123","[child]-[loop in load at load.F90:46]","1","1 Possible inefficient memory access patterns present ","0.0280s","0.0280s","0.0280s","Vectorized (Body)","","","","","0.6853","","","0.0192","128","","AVX512","AVX512","","","16","1.42x","75000","75000","75000","75000","2","< 0.0001s","Scatters; Mask Manipulations","Mask Manipulations; Scatters","Int32; <b>Int64</b>; UInt32; UInt64","8","512","AVX512F_512","","","","","","load.F90:46","load.F90:46","xgc2"
"","[child]-[loop in load at load.F90:46]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","","","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","","0","","","","","","","","load.F90:46","load.F90:46","xgc2"
"119","[loop in shift_check at push.F90:119]","1","1 Assumed dependency present ","0.0280s","0.0280s","0.0280s","Scalar","","","","","2.0571","","","0.0576","24","vector dependence prevents vectorization","","","","","","","1200000","1200000","1200000","1200000","2","< 0.0001s","Mask Manipulations","Mask Manipulations","Float64","2","","","","","","","","push.F90:119","push.F90:119","xgc2"
"54","[loop in init_grid at setup.F90:1641]","1","1 Opportunity for outer loop vectorization ","0.0280s","0.0280s","0.0480s","Scalar","9961764","0.355798","0.1605","88.3721","2.2163","0.0100","131","0.0621","816","outer loop was not auto-vectorized: consider using SIMD directive","","","","","","","76044","76044","76044","76044","1","< 0.0001s","Square Roots; FMA; Mantissa extractions; Exponent extractions; Reciprocal CPs(AVX-512ER)","Appr. Reciprocals(AVX-512ER); Exponent extractions; FMA; Mantissa extractions; Square Roots","Float64; UInt64","32","128","AVX","","","","","","setup.F90:1641","setup.F90:1641","xgc2"
"437","[loop in search_tr_check_guess_vec at search.F90:943]","1","1 Possible inefficient memory access patterns present ","0.0240s","0s","0.0681s","Vectorized (Body; [Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","27.2927","4.37x","16; [8]","3.95x","16","16","15","16","112512","< 0.0001s","Mask Manipulations; Unpacks","Mask Manipulations; Unpacks","Float32; <b>Float64</b>; UInt32; [Float32; Float64; Int32; UInt32]","13; [15]","512; [256/512]","AVX512F_512; [AVX2; AVX512F_512]","","","","Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","","search.F90:943","search.F90:943","xgc2"
"249","[child]-[loop in search_tr_check_guess_vec at search.F90:943]","1","1 Possible inefficient memory access patterns present ","0.0240s","0.0120s","0.0681s","Vectorized (Body)","","","","","6.1169","","","0.0735","40.8257","","AVX512","AVX512","","","16","3.95x","16","16","15","16","112512","< 0.0001s","Unpacks; Mask Manipulations","Mask Manipulations; Unpacks","Float32; <b>Float64</b>; UInt32","13","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","search.F90:943","search.F90:943","xgc2"
"","[child]-[loop in search_tr_check_guess_vec at search.F90:943]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","< 0.0001","17.9688","","AVX512","AVX512","","","8","2.55x","1","1","1","1","384","","","","Float32; <b>Float64</b>; Int32; UInt32","15","256/512","AVX2; AVX512F_512","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","search.F90:943","search.F90:943","xgc2"
"30","[loop in for_read_seq_lis_xmit]","1","","0.0240s","0.0240s","0.1640s","Scalar","","","","","2.7131","","","0.0651","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","Int8","0","128","SSE2","","","","","","","","xgc2"
"281","[loop in sort_particles_$omp$parallel_for@98 at sort_particles.F90:100]","1","","0.0240s","0.0120s","0.0240s","Scalar","","","","","16.0241","","","0.1920","320","operation cannot be vectorized","","","","","","","37500","37500","37500","37500","16","< 0.0001s","","","Float32","4","128/512","AVX; AVX512F_512","Unrolled by 2","Unrolled","2","","LOOP WAS UNROLLED BY 2","sort_particles.F90:100","sort_particles.F90:100","xgc2"
"460","[loop in gen_perm_tri_$omp$parallel_for@39 at gen_perm_tri.F90:41]","1","2 Ineffective peeled/remainder loop(s) present ","0.0239s","0s","0.0239s","Vectorized (Body; [Peeled; Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","19.5206","3.12x","16; [16]","2.81x","4687","4687","4687","4687","16","< 0.0001s","Conflict Detections; Gathers; Mask Manipulations; Scatters; [Conflict Detections; Gathers; Mask Manipulations; Scatters]","Conflict Detections; Gathers; Mask Manipulations; Scatters;  [Conflict Detections; Gathers; Mask Manipulations; Scatters]","Float32; Int64; U<b>Int32</b>; [Float32; Int32; Int64; UInt32; UInt64]","9; [12]","512; [512]","AVX512CD_512; AVX512F_512; [AVX512CD_512; AVX512F_512]","","","","Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","","gen_perm_tri.F90:41","gen_perm_tri.F90:41","xgc2"
"135","[child]-[loop in gen_perm_tri_$omp$parallel_for@39 at gen_perm_tri.F90:41]","1","1 Possible inefficient memory access patterns present ","0.0239s","0.0080s","0.0239s","Vectorized (Body)","","","","","3.0053","","","0.0240","320.075","","AVX512","AVX512","","","16","2.81x","4687","4687","4687","4687","16","< 0.0001s","Gathers; Conflict Detections; Scatters; Mask Manipulations","Conflict Detections; Gathers; Mask Manipulations; Scatters","Float32; Int64; U<b>Int32</b>","9","512","AVX512CD_512; AVX512F_512","","","","Unaligned Access in Vector Loop","","gen_perm_tri.F90:41","gen_perm_tri.F90:41","xgc2"
"","[child]-[loop in gen_perm_tri_$omp$parallel_for@39 at gen_perm_tri.F90:41]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","","","","","","","","< 0.0001","160","","AVX512","AVX512","","","16","2.20x","1","1","1","1","8","","Gathers; Conflict Detections; Scatters; Mask Manipulations","Conflict Detections; Gathers; Mask Manipulations; Scatters","Float32; <b>Int32</b>; Int64; UInt32; UInt64","12","512","AVX512CD_512; AVX512F_512","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","gen_perm_tri.F90:41","gen_perm_tri.F90:41","xgc2"
"","[child]-[loop in gen_perm_tri_$omp$parallel_for@39 at gen_perm_tri.F90:41]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","< 0.0001","160","","AVX512","AVX512","","","16","2.52x","1","1","1","1","8","","Gathers; Conflict Detections; Scatters; Mask Manipulations","Conflict Detections; Gathers; Mask Manipulations; Scatters","Float32; <b>Int32</b>; Int64; UInt32; UInt64","12","512","AVX512CD_512; AVX512F_512","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","gen_perm_tri.F90:41","gen_perm_tri.F90:41","xgc2"
"32","[loop in for__ignore_space]","1","","0.0200s","0.0200s","0.0200s","Scalar","","","","","0.7283","","","0.0146","16","cannot compute loop iteration count before executing the loop ","","","","","","","1","1","1","1","910531","< 0.0001s","","","","0","","","","","","","","","","xgc2"
"78","[loop in init_guess_table at search.F90:497]","1","2 Data type conversions present ","0.0200s","0.0200s","0.0280s","Scalar","1819044","0.0909377","0.0612","100","1.4853","0.0018","12","0.0297","196","inner loop was already vectorized","","","","","","","151587","151587","151587","151587","1","< 0.0001s","Type Conversions; FMA","FMA; Type Conversions","Float64; Int32; UInt32","21","256/512","AVX2; AVX512F_512","","","","","","search.F90:497","search.F90:497","xgc2"
"62","[loop in init_guess_list at init_guess_list.F90:159]","1","1 Opportunity for outer loop vectorization ","0.0200s","0.0200s","0.0280s","Scalar","","","","","1.1734","","","0.0235","68","inner loop was already vectorized","","","","","","","2","2","1","11","151587","< 0.0001s","","","Float32; UInt32","11","512","AVX512F_512","","","","","","init_guess_list.F90:159","init_guess_list.F90:159","xgc2"
"81","[loop in init_guess_table at search.F90:538]","1","3 Assumed dependency present ","0.0200s","0.0200s","0.0200s","Scalar","6366654","0.318381","0.4565","100","0.6974","0.0064","42","0.0139","92","vector dependence prevents vectorization","","","","","","","151587","151587","151587","151587","1","< 0.0001s","Type Conversions; FMA; Mantissa extractions; Exponent extractions","Exponent extractions; FMA; Mantissa extractions; Type Conversions","Float64","32","","","","","","","","search.F90:538","search.F90:538","xgc2"
"128","[loop in xgc1_3 at main.F90:139]","1","","0.0200s","0.0200s","0.0200s","Scalar","","","","","1.3690","","","0.0274","120","inner loop was already vectorized","","","","","","","3","3","3","3","76044","< 0.0001s","","","UInt64","2","512","AVX512F_512","","","","","","main.F90:139","main.F90:139","xgc2"
"137","[loop in gen_perm_tri at gen_perm_tri.F90:59]","1","1 Assumed dependency present ","0.0200s","0.0200s","0.0200s","Scalar","","","","","0.9706","","","0.0194","16","vector dependence prevents vectorization","","","","","","","8","8","8","8","151587","< 0.0001s","","","","0","","","Unrolled by 2","Unrolled","2","","LOOP WAS UNROLLED BY 2","gen_perm_tri.F90:59","gen_perm_tri.F90:59","xgc2"
"250","[loop in GPTLstopf]","1","","0.0200s","0.0120s","0.0200s","Scalar","","","","","0.0564","","","0.0007","1.0002","","","","","","","","6","6","2","6","112715","< 0.0001s","","","","0","","","","","","","","","","xgc2"
"106","[loop in is_bd at setup.F90:1490]","1","","0.0200s","0.0200s","0.0200s","Scalar","","","","","0.8291","","","0.0166","8","loop control flow is too complex. Try using canonical loop form from OpenMP specification%s","","","","","","","3","3","3","3","690459","< 0.0001s","","","","0","","","","","","","","setup.F90:1490","setup.F90:1490","xgc2"
"450","[loop in field_following_pos2_vec_IP_derivs_ at charge.F90:821]","1","","0.0199s","0s","0.0199s","Vectorized (Body; [Remainder])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","79.1549","6.33x","8; [8]","6.00x","16","16","15","16","225024","< 0.0001s","Divisions; FMA; Mask Manipulations; Reciprocal CPs(AVX-512ER); [Divisions; FMA; Mask Manipulations; Reciprocal CPs(AVX-512ER)]","Appr. Reciprocals(AVX-512ER); Divisions; FMA; Mask Manipulations;  [Divisions; FMA; Mask Manipulations; Reciprocal CPs(AVX-512ER)]","Float32; <b>Float64</b>; [Float32; Float64; Int64; UInt64]","6; [9]","512; [512]","AVX512ER_512; AVX512F_512; [AVX512ER_512; AVX512F_512]","Unrolled by 2","Unrolled","2","Unaligned Access in Vector Loop; [Masked Loop Vectorization; Unaligned Access in Vector Loop]","LOOP WAS UNROLLED BY 2","charge.F90:821","charge.F90:821","xgc2"
"251","[child]-[loop in field_following_pos2_vec_IP_derivs_ at charge.F90:821]","1","","0.0199s","0.0120s","0.0199s","Vectorized (Body)","403156992","33.6435","0.2188","100","153.7988","0.4032","112","1.8430","512","","AVX512","AVX512","","","8","6.00x","16","16","15","16","225024","< 0.0001s","Divisions; FMA; Mask Manipulations; Reciprocal CPs(AVX-512ER)","Appr. Reciprocals(AVX-512ER); Divisions; FMA; Mask Manipulations","Float32; <b>Float64</b>","6","512","AVX512ER_512; AVX512F_512","Unrolled by 2","Unrolled","2","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","charge.F90:821","charge.F90:821","xgc2"
"","[child]-[loop in field_following_pos2_vec_IP_derivs_ at charge.F90:821]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","43008","","0.2188","100","","< 0.0001","56","0.0002","256","","AVX512","AVX512","","","8","4.23x","1","1","1","1","768","","Divisions; FMA; Mask Manipulations; Reciprocal CPs(AVX-512ER)","Appr. Reciprocals(AVX-512ER); Divisions; FMA; Mask Manipulations","Float32; <b>Float64</b>; Int64; UInt64","9","512","AVX512ER_512; AVX512F_512","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","charge.F90:821","charge.F90:821","xgc2"
"245","[loop in pushe_single_vec at pushe_single_vec.F90:107]","1","2 User function call(s) present ","0.0199s","0.0120s","0.1559s","Scalar","","","","","0.2821","","","0.0034","120","loop control variable was found, but loop iteration count cannot be computed before executing the loop","","","","","","","0","0","0","1","56256","< 0.0001s","","","","0","","","","","","","","pushe_single_vec.F90:107","pushe_single_vec.F90:107","xgc2"
"458","[loop in sort_particles_$omp$parallel_for@118 at sort_particles.F90:121]","1","1 Ineffective peeled/remainder loop(s) present ","0.0166s","0s","0.0166s","Vectorized (Remainder; [Body])","","","","","","","","","","","AVX512; [AVX512]","AVX512; [AVX512]","5.62479","0.45x","8; [8]","1.03x","1","1","1","1","1200000","< 0.0001s","","","<b>Float64</b>; Int64; UInt64; [Float32; Float64]","4; [1]","512; [512]","AVX512F_512; [AVX512F_512]","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop; [Unaligned Access in Vector Loop]","","sort_particles.F90:121","sort_particles.F90:121","xgc2"
"283","[child]-[loop in sort_particles_$omp$parallel_for@118 at sort_particles.F90:121]","1","","0.0166s","0.0083s","0.0166s","Vectorized (Remainder)","","","","","13.8875","","","0.1152","96","","AVX512","AVX512","","","8","1.03x","1","1","1","1","1200000","< 0.0001s","","","<b>Float64</b>; Int64; UInt64","4","512","AVX512F_512","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","sort_particles.F90:121","sort_particles.F90:121","xgc2"
"","[child]-[loop in sort_particles_$omp$parallel_for@118 at sort_particles.F90:121]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","2.00x","","","","","","","","","Float32; <b>Float64</b>","1","512","AVX512F_512","","","","Unaligned Access in Vector Loop","","sort_particles.F90:121","sort_particles.F90:121","xgc2"
"5","[loop in memcmp]","1","","0.0160s","0.0160s","0.0160s","Scalar","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","","0","","","","","","","","","","libc-dynamic.so"
"110","[loop in is_bd at setup.F90:1490]","1","","0.0160s","0.0160s","0.0160s","Scalar","","","","","1.0363","","","0.0166","8","loop control flow is too complex. Try using canonical loop form from OpenMP specification%s","","","","","","","3","3","3","3","690459","< 0.0001s","","","","0","","","","","","","","setup.F90:1490","setup.F90:1490","xgc2"
"408","[loop in psn_mem_alloc at module.F90:1685]","1","1 Ineffective peeled/remainder loop(s) present ","0.0121s","0s","0.0121s","Vectorized Versions","","","","","","","","","","2 inner loop was already vectorized","[AVX512]","[AVX512]","","","[8]","","3","3","3","3","152088","< 0.0001s","","","[Float64]","0; [0; 1]","[512]","[AVX512F_512]","","","","[Unaligned Access in Vector Loop]","[MEMOP WAS GENERATED FOR THIS LOOP]","module.F90:1685","module.F90:1685","xgc2"
